source	target	freq
القدر	al-qadar	2
القراء	al-qurrāʼ	2
القران	al-Qurān	2
ردود	rudūd	2
وتطوراتها	wa-taṭawwurātuhā	2
رديف	Radīf	2
إضافة	iḍāfah	2
رزقانة	Rizqānah	2
يوزباشي	yūzbāshī	2
معا	maʻan	2
القرأن	al-Qurʼan	2
إعترافات	Iʻtirāfāt	2
إظهار	iẓhār	2
عشم	ʻAsham	2
معارضاً	allafahu	2
إعانة	Iʻāʻnat	2
وارتون	Wharton	2
رستگار	Rastgār	2
الحلواني	al-Ḥalawānī	2
معجزة	Muʻjizat	2
وادبائها	wa-udabāʼihā	2
رسوم	rusūm	2
القاه	alqāhu	2
1989	1989	2
وادب	wa-adab	2
رشحات	Rashaḥāt	2
القبور	al-qubūr	2
معدن	maʻdan	2
إلا	illā	2
1988	1988	2
القاعدة	al-qāʻidah	2
القاعة	al-qāʻah	2
الحلى	al-Ḥillī	2
1987	1987	2
رشوان	Rashwān	2
معجبة	muʻjibah	2
القبلة	al-qiblah	2
معتبرة	muʻtabarah	2
إقتباس	iqtibās	2
القبرصية	al-Qubruṣīyah	2
رسمي	rasmī	2
الاساس	al-asās	2
إقتراح	Iqtirāḥ	2
وادبية	wa-adabīyah	2
1992	1992	2
القاوقجي	al-Qāwuqjī	2
معتمد	Muʻtamid	2
وادبائهم	wa-udabāʼihim	2
معتوق	Maʻtūq	2
الاساتذة	al-asātidhah	2
رتشرد	Ritshard	2
الاستدلالي	al-istidlālī	2
القصور	al-quṣūr	2
وصفي	Waṣfī	2
رجا	Rajā	2
240	240	2
24	24	2
الحكاية	al-Ḥikāyah	2
رجالات	rijālāt	2
واستنبول	wa-Istanbūl	2
القصاص	al-qiṣāṣ	2
مطبوع	maṭbūʻ	2
الحقوق-جامعة	al-Ḥuqūq-Jāmiʻat	2
242	242	2
القصيمي	Quṣaymī	2
الاستراباذي	al-Astarābādhī	2
ربعي	Rabaʻī	2
القطاع	al-Qiṭāʻ	2
ينشر	yunshar	2
ربيعاً	rabīʻan	2
القضاه	al-Quḍāh	2
يني	Yannī	2
248	248	2
إسكندري	Iskandarī	2
واسعي	Wāsiʻī	2
وتصديره	wa-taṣdīruhu	2
القضائي	al-qaḍāʼī	2
والمحاجر	wa-al-Maḥājir	2
إسلام	Islām	2
الاسترابادي	al-Astarābādī	2
ردع	Radʻ	2
القرغولي	Qarghūlī	2
إشترك	ishtaraka	2
القرني	al-Qarnī	2
يوبيل	Yūbīl	2
والمستقبل	wa-al-mustaqbal	2
216	216	2
القرملى	al-Qarmalī	2
إشراف	ishrāf	2
23-26	23-26	2
إصدار	iṣdār	2
وصدرها	wa-ṣaddarahā	2
رحمهما	raḥimahumā	2
الإدلبي	al-Idlibī	2
إصفهان	Aṣfahān	2
الاستئناف	al-Istiʼnāf	2
القرة	al-Qarah	2
وتطورات	wa-taṭawwurāt	2
وازكى	wa-azká	2
مطعبة	Maṭbaʻat	2
القشيرية	al-Qushayriyah	2
رجعة	Rajʻat	2
إسماعيلية	Ismāʻīlīyah	2
مطبوعة	maṭbūʻah	2
القسطنطينية	al-Qusṭanṭīnīyah	2
القسطنطيني	al-Qusṭanṭīnī	2
الاستبصار	al-Istibṣār	2
رحاب	riḥāb	2
رحال	Raḥḥāl	2
وصفحات	wa-ṣafaḥāt	2
229	229	2
القرٱن	al-Qurʼān	2
مطربة	muṭribah	2
يواقيت	Yawāqīt	2
والمحاكم	wa-al-maḥākim	2
واخيه	wa-akhīhi	2
عسيران	ʻUsayrān	2
واتحاد	wa-Ittiḥād	2
والولي	wa-al-walī	2
الحوت	al-Ḥūt	2
واثبات	wa-ithbāt	2
الفكاهة	al-fukāhah	2
عريض	ʻUrayyiḍ	2
إنارة	inārat	2
يولى	yuwalláb	2
إنباه	Inbāh	2
مغبغب	Mughabghab	2
يولية	Yūliyah	2
إنتخاب	intikhāb	2
رمل	Raml	2
يوليه	Yūliyah	2
إنتخبت	intukhibat	2
الفقهي	al-fiqhī	2
واتجاهاتها	wa-ittijāhātuhā	2
مغربية	Maghribīyah	2
عروس	ʻArūs	2
عريف	ʻArīf	2
إملاء	imlāʼ	2
معيد	Muʻīd	2
وشفاثا	wa-Shifāthā	2
واجزاجي	wa-ajzājī	2
رفيف	Rafīf	2
الفلسطينيين	al-Filasṭīnīyīn	2
الفلسطينيون	al-Filasṭīnīyūn	2
1967-1968	1967-1968	2
واجتماي	wa-ijtimāʹī	2
والمدنية	wa-al-Madanīyah	2
الأخضر	al-akhḍar	2
الفكريي	al-Fikrīyī	2
ركاب	rikāb	2
ركابي	Rikābī	2
ركب	Rakb	2
الارقام	al-arqām	2
رهبة	Rahbah	2
1961-1963	1961-1963	2
الفعلان	al-Faʻlān	2
روبي	Rūbī	2
يوليو	Yūlyū	2
عرضون	ʻArḍūn	2
والمراسيم	wa-al-marāsīm	2
وابسته	wābastah	2
مفرداته	mufradātihi	2
الفريق	al-Farīq	2
روبرتسون	Robertson	2
الارث	al-Irth	2
عروبة	ʻUrūbat	2
عرشي	ʻArshī	2
الحيدرى	al-Ḥaydarī	2
عرس	ʻUrs	2
عرجون	ʻUrjūn	2
مفكري	mufakkirī	2
الفرنسيسكاني	al-Faransīskānī	2
إنضمام	inḍimām	2
مفتيها	muftīhā	2
الفصوص	al-Fuṣūṣ	2
وابوكالبسيس	wa-Abūkālubisīs	2
الإرتسامات	al-Irtisāmāt	2
رواة	ruwāt	2
والمراجع	wa-al-marājiʻ	2
عرفت	ʻurifat	2
إنجليل	Injilīl	2
وتعريف	wa-taʻrīf	2
الاردن	al-Urdun	2
مفتريات	muftarayāt	2
1959	1959	2
مفتشي	mufattishī	2
الحناوي	al-Ḥinnāwī	2
الحناشي	al-Ḥanāshī	2
رفول	Rufūl	2
يوسفي	Yūsufī	2
معز	Muʻizz	2
عزيمان	ʻAzīmān	2
رضاء	Riḍāʼ	2
الأخنائي	al-Ikhnāʼī	2
الحمدانية	al-Ḥamdānīyah	2
معضلات	Muʻḍilāt	2
1977	1977	2
رضوى	Raz̤avī	2
وتعاليق	wa-taʻālīq	2
الحمراء	al-Ḥamrāʼ	2
1976	1976	2
الفيشاوي	al-Fīshāwī	2
عزىز	ʻAzīz	2
رضى	Riḍá	2
الفيروزآبادي	Fīrūzābādī	2
واحياء	wa-iḥyāʼ	2
الفيجة	al-Fījah	2
واخبارهم	wa-akhbāruhum	2
الازهار	al-Azhār	2
القائم	al-Qāʼim	2
وصحة	wa-ṣiḥḥat	2
عسل	ʻAsal	2
الأخوية	al-Akhawīyah	2
الحليمية	al-Ḥalīmīyah	2
الأخوات	al-Akhawāt	2
القادي	al-Qādī	2
القادرى	al-Qādirī	2
واخلاقهم	wa-akhlāqihim	2
والي	wālī	2
القاتل	al-qātil	2
القائمقام	al-Qāʼimaqām	2
القائمة	al-qāʼimah	2
الفنديداد	al-Fandīdād	2
إمامي	Imāmī	2
1971	1971	2
عزتلو	ʻIzzatlū	2
يوشع	Yūshaʻ	2
رفع	rafʻ	2
وشهادة	wa-shahādat	2
الاريب	al-arīb	2
معنق	Muʻannaq	2
الفنانين	al-fannānīn	2
عزوز	ʻAzzūz	2
إمتاز	imtāza	2
وشنوي	Wishnawī	2
والمدرسين	wa-al-mudarrisīn	2
الفلكية	al-falakīyah	2
الفلكلورية	al-fulklūrīyah	2
الفلكلور	al-Fulklūr	2
1968	1968	2
الإرب	al-irab	2
واحكام	wa-aḥkām	2
1972	1972	2
الحمياري	al-Ḥimyārī	2
الفونس	Alfūns	2
والمخطوطة	wa-al-makhṭūṭah	2
الفوسفاط	al-Fūsfāṭ	2
رعمسيس	Raʻamsīs	2
معلم	Muallim	2
1974	1974	2
الحملة	al-ḥamlah	2
رغبان	Raghbān	2
رغبة	Raghbat	2
الإرادي	al-irādī	2
معلومات	maʻlūmāt	2
الفواتح	al-Fawātiḥ	2
عزقول	ʻAzqūl	2
عزرا	ʻAzrā	2
وتصدير	wa-taṣdīr	2
القطان	al-Qaṭṭān	2
القطب	al-Quṭb	2
الكمال	al-Kamāl	2
الكنائس	al-kanāʼis	2
علاقة	ʻalāqah	2
مشيخة	mashyakhat	2
39	39	2
الكمالية	al-Kamālīyah	2
علاف	ʻAllāf	2
الكمالات	al-kamālāt	2
الكليني	al-Kulaynī	2
الكليسي	al-Kilīsī	2
الاسلامبولي	al-Islāmbūlī	2
مصابيح	Maṣābīḥ	2
مصاحف	maṣāḥif	2
علائق	ʻalāʼiq	2
وطبائع	wa-ṭabāʼiʻ	2
علاءالدين	ʻAlāʼ-al-Dīn	2
مصادرها	maṣādirihā	2
ذؤيب	Dhuʼayb	2
الحسنى	al-ḥusná	2
الإختيار	al-Ikhtiyār	2
الكوت	Alkūt	2
وطبعهما	wa-tabʻiha	2
ديل	Dīl	2
علل	ʻIlal	2
واغوستينوس	wa-Aghūstīnūs	2
الحسحاس	al-Ḥasḥās	2
يقظة	Yaqaẓat	2
ديماند	Dīmānd	2
الحسنات	al-Ḥasanāt	2
إثناسيوس	Athanāsiyūs	2
4000	4000	2
علا	ʻAlā	2
الحسىنى	al-Ḥusaynī	2
يكون	yakūn	2
عكة	ʻAkkah	2
واعتنى	wa-iʻtaná	2
الكشناوي	Kishnāwī	2
واعتقاداتهم	wa-iʻtiqādātihim	2
الكشفي	al-Kashfī	2
إحكام	Iḥkām	2
الإخلاص	al-Ikhlāṣ	2
ذرية	dhurrīyat	2
ذريل	Dhurayl	2
عقيلة	ʻAqīlat	2
الكريمة	al-karīmah	2
وضمّ	wa-ḍamm	2
الكروزية	al-Kurūsīyah	2
الكروب	al-kurūb	2
الاسكندرونة	al-Iskandarūnah	2
الكعاك	al-Kaʻʻāk	2
الكعبي	al-Kaʻbī	2
الحسينى	al-Ḥusaynī	2
ذخيرة	Dhakhīrat	2
وطب	wa-ṭibb	2
إحتوى	iḥtawʹa	2
مصتفى	Muṣtafá	2
الكلامية	al-kalāmīyah	2
مصحة	Maṣaḥḥat	2
386	386	2
إحدى	iḥdá	2
381	381	2
الكلات	al-kalimāt	2
الكلاب	al-kilāb	2
الإخشيديين	al-Ikhshīdīyīn	2
الاسكوريال	al-Uskūryāl	2
الكفار	al-kuffār	2
مصدراً	maṣdaran	2
وطبقات	wa-ṭabaqāt	2
476	476	2
دولية	dawlīyah	2
واقتصادي	wa-iqtiṣādī	2
إبرهيم	Ibrāhīm	2
الأردوية	al-Urduwīyah	2
علميزادة	ʻAlamīʹzādah	2
اللحون	al-luḥūn	2
وطريقتها	wa-ṭarīqatuhā	2
إبنة	Ibnat	2
الحرم	al-Ḥaram	2
مشاكلها	mashākiluhā	2
اللجاج	al-lijāj	2
الحرمان	al-ḥirmān	2
الاسلمية	al-Islamīyah	2
واقتباس	wa-iqtibās	2
مشاهدات	Mushāhadāt	2
اللبنانيون	al-Lubnānīyūn	2
اللطيفة	al-laṭīfah	2
يفعول	Yafʻūl	2
علومهم	ʻulūmuhum	2
اللقيط	al-laqīṭ	2
اللقمانية	al-Luqmānīyah	2
اللقاني	al-Laqānī	2
إبدال	Ibdāl	2
اللفظية	al-lafẓīyah	2
الحرة	al-Ḥurrah	2
علوية	ʻAlawīyah	2
إبراشي	Ibrāshī	2
500	500	2
اللغتين	al-lughatayn	2
علوى	ʻalavī	2
الاسماء	al-asmāʼ	2
مشفوعة	mashfūʻah	2
43	43	2
اللئالى	al-lāʼalī	2
اللؤلؤية	al-luʼlūʻīyah	2
اللآلي	al-laʼālī	2
ديفو	Defoe	2
إبني	ibnī	2
الحساسة	al-ḥassāsah	2
الاسلامية-بمعهد	al-Islāmīyah-bi-maʻhad	2
وطبيب	wa-ṭabīb	2
مشكات	Mishkāt	2
وافر	wāfir	2
الكونية	al-kawnīyah	2
الكونكرس	al-Kūnkris	2
اللاجئون	al-lājiʼūn	2
اللاجئين	al-Lājiʼīn	2
مشرق	Mashriq	2
449	449	2
اللبنانى	al-Lūbnānī	2
اللبان	al-Labbān	2
ديباجة	dībājat	2
مشتركات	Mushtarakāt	2
وتسمية	wa-tasmiyat	2
اللاهيجاني	al-Lāhījānī	2
اللاهوت	al-lāhūt	2
الأرجوزة	al-arjūzah	2
ديدكس	Diyadukus	2
اللامركزية	al-Lamarkazīyah	2
يقدح	yaqdaḥu	2
اللاري	al-Lārī	2
مشرفه	Musharrafah	2
360	360	2
36	36	2
القية	ulqiyat	2
الأذكياء	al-adhkiyāʼ	2
القياس	al-Qiyās	2
عظيم	ʻaẓīm	2
293>	293>	2
القوى	al-quwá	2
عظمي	ʻAẓmī	2
مطاع	Muṭāʻ	2
إستئناف	istiʼnāf	2
الحفناوى	al-Ḥifnāwī	2
عظماء	ʻuẓamāʼ	2
القومى	al-Qawmī	2
واشارات	wa-ishārāt	2
مطبع	Maṭbaʻ	2
إستثمار	istithmār	2
الحفلة	al-ḥaflah	2
والمجد	wa-al-majd	2
القوتلي	al-Qūwatlī	2
القيت	Ulqīyat	2
الاستنباط	al-istinbāṭ	2
راجح	Rājiḥ	2
رؤيا	ruʼyā	2
مصنفه	muṣannafihi	2
الاسحاقي	al-Isḥāqī	2
مصنفي	muṣannifī	2
الكاثاني	al-Kāthānī	2
مصوبع	Muṣawbaʻ	2
والمثاني	wa-al-mathānī	2
عفي	ʻufya	2
الاستواء	al-Istiwāʼ	2
مصير	maṣīr	2
والمثل	wa-al-mathal	2
رائعة	rāʼiʻah	2
30	30	2
رابعةً	rābiʻatan	2
مضبوطة	maḍbūṭah	2
280	280	2
إذا	idhā	2
وصناعتها	wa-ṣināʻatihā	2
واسلام	wa-Islām	2
عطوة	ʻAṭwah	2
القلانسي	al-Qalānisī	2
القلاعي	al-Qilāʻī	2
الحفيد	al-Ḥafīd	2
القفطي	al-Qifṭī	2
والمجنون	wa-al-Majnūn	2
القعدة	al-Qiʻdah	2
رباط	Rabbāṭ	2
رباطي	Rabāṭī	2
القطعية	al-qaṭʻīyah	2
ربان	Rabbān	2
الاستراتيجية	al-Istrātījīyah	2
256	256	2
ربحي	Ribḥī	2
255	255	2
القلق	al-qaliq	2
عطوفة	ʻaṭūfat	2
وصوفية	wa-ṣūfīyah	2
إستخدام	istikhdām	2
الاستعماري	al-istiʻmārī	2
الاستعلامات	al-Istiʻlāmāt	2
رامز	Rāmiz	2
القندوزي	al-Qundūzī	2
راموز	Rāmūz	2
الحفناوي	al-Ḥifnāwī	2
رامي	Rāmī	2
راميار	Rāmyār	2
الاستعباد	al-istiʻbād	2
وصنعة	wa-ṣanʻat	2
رايت	Wright	2
إستقلال	istiqlāl	2
35862	35862	2
346	346	2
ذهب	dhahab	2
الكتكاني	al-Katakānī	2
يليه	Yalīh	2
إختصاصي	ikhtiṣāṣī	2
ذهني	Dhuhnī	2
الحصيب	al-ḥaṣīb	2
إخراج	Ikhrāj	2
الحضارات	al-ḥaḍārāt	2
ذوو	Dhawū	2
الكثوليكية	al-Kathūlīkīyah	2
الكثيرة	al-kathīrah	2
ذنون	Dhannūn	2
الكثيرية	al-kathīrīyah	2
الكرماء	al-Kuramāʼ	2
الكرم	al-Karam	2
الحص	al-Ḥuṣṣ	2
والمتأخرين	wa-al-mutaʼakhkhirīn	2
واضح	Wāḍiḥ	2
358	358	2
الكربلائي	al-Karbalāʼī	2
الكربة	al-kurbah	2
الكرامات	al-karāmāt	2
الكراريس	al-Karārīs	2
واضاف	wa-aḍāfa	2
الكتابات	al-kitābāt	2
الاسس	al-Usus	2
311	311	2
إده	Iddih	2
رأسمالية	raʼsmālīyah	2
الحضرة	al-ḥaḍrah	2
الحطيئة	al-Ḥuṭayʼah	2
الكافرون	al-Kāfirūn	2
الاسراء	al-isrāʼ	2
إدمون	Idmūn	2
34	34	2
الكاشانى	al-Kāshānī	2
والمتماجنين	wa-al-mutamājinīn	2
رؤساء	ruʼasāʼ	2
رؤف	Raʼūf	2
إدورد	Idward	2
يمن	Yumn	2
وضريبة	wa-ḍarībat	2
رأس	raʼs	2
الكانمشكاني	al-Kānimshkānī	2
عقداوي	ʻAqdāwī	2
الأراضي	al-arāḍī	2
الحضارية	al-ḥaḍārīyah	2
الكبيرة	al-kabīrah	2
إخلاص	ikhlāṣ	2
الحضانة	al-ḥaḍānah	2
الكبريت	al-kibrīt	2
الاسرة	al-Usrah	2
ذيول	dhuyūl	2
يليها	yalīhā	2
إدارته	idāratihi	2
الكبائر	al-Kabāʼir	2
مفكرين	mufakkirīn	2
رياضييهم	riyāḍīyīhim	2
الاذكار	al-adhkār	2
الاراكي	al-Arākī	2
مقاتل	Maqātil	2
مقيدزادة	Muqayyadʹzādah	2
ريدنج	Rīdinj	2
الأحزاب	al-aḥzāb	2
وائل	Wāʼil	2
عجاج	ʻajāj	2
عربستان	ʻArabistān	2
الفرطوسي	al-Farṭūsī	2
الخال	al-Khāl	2
الأحزان	al-aḥzān	2
ابداع	Ibdāʻ	2
عربشاه	ʻArabshāh	2
مقيم	Muqayyim	2
1936-1939	1936-1939	2
ابرد	Abrad	2
الغلابي	al-Ghalābī	2
الخالدات	al-Khālidāt	2
روزنثال	Rosenthal	2
زباره	Zabārah	2
الغلطات	al-ghalṭāt	2
مقتبس	muqtabis	2
زاوي	Zāwī	2
روس	Ross	2
الفردي	al-fardī	2
الفاخوري	al-Fākhūrī	2
وإيطاليا	wa-Īṭāliyā	2
مقار	Muqār	2
الأجوبة	al-ajwibah	2
الأحمدية	al-aḥmadīyah	2
عجبية	ʻajabīyah	2
الفارقي	al-Fāriqī	2
رياشي	Riyāshī	2
زخريا	Zakharīyā	2
الفاسق	al-fāsiq	2
ريحان	Rīḥān	2
الأحمر	al-aḥmar	2
عجل	ʻajjala	2
الخباز	al-khabbāz	2
مكاتيب	makātīb	2
مكارثي	McCarthy	2
رويس	Ruwīs	2
عدرة	ʻAdrah	2
زبير	Zubayr	2
عدد	ʻadad	2
الفاو	al-Fāw	2
1951-1955	1951-1955	2
الفاشستية	al-Fāshistīyah	2
مقابر	maqābir	2
رودريك	Roderic	2
ريحانة	Rayḥānat	2
زجلية	zajalīyah	2
الخافقين	al-khāfiqayn	2
زبيري	Zubayrī	2
زجاج	Zajjāj	2
الاراني	al-Īrānī	2
عدلي	ʻĀdlī	2
مكاتبة	mukātabah	2
زجلي	zajalī	2
الفرقانية	al-furqānīyah	2
إياس	Iyās	2
الفارياق	al-Fāriyāq	2
الاراضي	al-arāḍī	2
وإضافات	wa-iḍāfāt	2
194-264	194-264	2
الفدا	al-Fidā	2
عرائس	ʻArāʼis	2
وتعيين	wa-taʻyīn	2
مقرا	maqraʼ	2
مقصد	Maqaṣid	2
مقرئ	Muqriʼ	2
الفاتكي	al-Fātikī	2
الفتوغرافية	al-futūghrāfīyah	2
إيناس	Īnās	2
الحکم	al-ḥikam	2
الغيطاني	al-Ghīṭānī	2
عذراء	ʻadhrāʼ	2
مقرب	Muqarrab	2
الفتيان	al-Fityān	2
الغنية	al-Ghanīyah	2
عذاري	ʻAdārī	2
زاخر	Zākhir	2
إيمان	Īmān	2
والمرسوم	wa-al-marsūm	2
مقام	maqām	2
الحکىم	al-ḥakīm	2
الإسبانية	al-Isbānīyah	2
الفخري	al-Fakhrī	2
رولاند	Rowland	2
مقري	Maqqarī	2
مقرر	muqarrar	2
مقامة	Maqāmah	2
1946-1958	1946-1958	2
الغيلان	al-ghīlān	2
الفتني	al-Fattanī	2
1949-1950	1949-1950	2
وإستحباب	wa-istiḥbāb	2
وإمام	wa-imām	2
1938-1939	1938-1939	2
عرام	ʻArrām	2
الفائق	al-Fāʼiq	2
1943-كانون	1943-Kānūn	2
الغماري	al-Ghimārī	2
رومية	Rūmīyah	2
وشرع	wa-sharaʻa	2
الأجور	al-ujūr	2
وإيران	wa-Īrān	2
إية	Āyat	2
الاربعمائة	al-arbaʻmiʼah	2
الحيوانات	al-ḥayawānāt	2
وإصلاح	wa-iṣlāḥ	2
1944-1945-1946	1944-1945-1946	2
إيساغوجي	Īsāghūjī	2
الـتشريع	al-tashrīʻ	2
رينه	Rīnih	2
مقاولة	Muqāwalat	2
وإشراف	wa-ishrāf	2
الحيوية	al-ḥayawīyah	2
زاكور	Zākūr	2
مقباس	Miqbās	2
الحيوانية	al-ḥayawānīyah	2
عثمن	ʻUthmān	2
الختام	al-khitām	2
إنچي	Inzhī	2
ريتشارد	Richard	2
مفله	Mufliḥ	2
الفاكهة	al-fākihah	2
1952-1953	1952-1953	2
وتعليمات	wa-taʻlīmāt	2
الفرنسى	al-Faransī	2
الغزاوي	al-Ghazzāwī	2
عجلي	ʻAjalī	2
الفاضحة	al-fāḍiḥah	2
وشارحه	wa-shāriḥihi	2
مفهرس	mufahras	2
الاذربيجاني	al-Adharbījānī	2
إنهياره	inhiyārih	2
عجمي	ʻAjamī	2
الفاكهي	al-Fākihī	2
قرطبة	Qurṭubah	1
والفرس	wa-al-furs	1
ڤان	Vān	1
فاكهي	Fākihī	1
ڤاينر	Viner	1
صيدنايا	Ṣaydnāyā	1
ومنهجه	wa-manhijuh	1
فاقت	fāqat	1
فالون	Fālūn	1
والمتشردين	wa-al-mutasharridīn	1
قزڤيني	Qazvīnī	1
قس	Qiss	1
قرشا	qirshan	1
ڤتحشيفت	va-taḥshīfati	1
واليوناني	wa-al-Yūnānī	1
عبدالرزاق	ʻAbd-al-Razzāq	1
وبالفارسية	wa-bi-al-Fārisīyah	1
قريطم	Qurayṭim	1
يسوغ	yasūghu	1
عثمانيه	Osmaniye	1
قزغلي	Qizughlī	1
قزما	Cosimo	1
عقده	ʻaqadahu	1
عمنوئيل	ʻImmanūʼīl	1
ومنهجها	wa-manhajuhā	1
طالقاني	Ṭālaqānī	1
كاليفورنيا	Kālīfūrniyā	1
عموماً	ʻumūman	1
وبالمدارس	wa-bi-al-madāris	1
صواف	Ṣawwāf	1
والكلية	wa-al-Kullīyah	1
عثمانية	ʻUthmānīyah	1
ونبل	wa-nubl	1
قسطاس	Kistas	1
قررهو	qarrarahu	1
ومنقح	wa-munaqqiḥ	1
ونبهاء	wa-nubahāʼ	1
چاپخانهي	Chāpkhāneh-yi	1
قسطاً	qisṭan	1
عقبة	ʻUqbah	1
صوان	Ṣiwān	1
ڤحيد	Vaḥīd	1
صيرفي	Ṣayrafī	1
فافيل	Favell	1
فاطمه	Fāṭimah	1
ويقال	wa-yuqālu	1
ومنهج	wa-manhaj	1
طان	Tan	1
ومنهاجه	wa-minhājihi	1
ومنهاج	wa-minhāj	1
ونبذة	wa-nubdhah	1
والصفوف	wa-al-ṣufūf	1
قريشي	Qurayshī	1
عقدثها	ʻaqadathā	1
صوم	Ṣawm	1
طالفاني	Ṭāliqānī	1
صيانته	ṣiyānatihi	1
والكشف	wa-al-Kashf	1
عج	ʻaj	1
صيادي	Ṣayyādī	1
صون	Ṣawn	1
ومهذبة	wa-muhadhdhabah	1
يأجوج	Yāʼjūj	1
صولى	Ṣūlī	1
والنحاة	wa-al-nuḥāh	1
قرضاوي	Qaraḍāwī	1
صيد	Ṣayd	1
والفرايد	wa-al-farāyid	1
يونغ	Jung	1
ونبذ	wa-bandh	1
١٣١٦	1316	1
يؤلف	yuʼallifu	1
والمشبهة	wa-al-mushabbihah	1
فتال	Fattāl	1
يمثل	yumaththil	1
ونال	wa-nāl	1
قرعة	Qurʻat	1
چيوركلي	Zhyūriklī	1
والفرد	wa-al-fard	1
ومنية	wa-munyat	1
١٢٥٨	1258	1
ومنهم	wa-minhum	1
قريباً	qarībān	1
عمومي	ʻUmūmī	1
ومنهل	wa-manhal	1
ومهاراته	wa-mahārātuh	1
قرون	qurūn	1
والنحالة	wa-al-niḥālah	1
عثيمين	ʻUthaymīn	1
قرنايل	Qurnāyil	1
فالي	Fālī	1
والمتعطلون	wa-al-mutaʻaṭṭilūn	1
وبالعامية	wa-bi-al-ʻāmmīyah	1
ومهدها	wa-mahadahā	1
ڤاعظزادة	Vāʻiẓʹzādah	1
قرهاني	qarāhānī	1
قرهم	qurahum	1
واليونانية	wa-al-Yūnanīyah	1
قروش	qurūsh	1
وامارة	wa-imārat	1
يناير9	Yanāyir-9	1
ومنظومه	wa-manẓūmihi	1
ويقين	wa-yaqīn	1
ويل	wa-yalihi	1
ڤندريس	Vandarīs	1
قصصنا	Qaṣaṣunā	1
عمرويطي	ʻAmrīṭī	1
ويلز	Waylz	1
١٣٧٧	1377	1
يلخص	yulakhkhaṣ	1
ويلس	Wīllis	1
ويطلب	wa-yuṭlabu	1
والنحوا	wa-al-Naḥu	1
والكوفة	wa-al-Kūfah	1
صناعتها	ṣināʻatuhā	1
ومنتجاتها	wa-muntajātihā	1
قسطنطيين	Qusṭanṭīn	1
عثرنا	ʻatharnā	1
ويكفلد	Wakefield	1
قصد	Qaṣd	1
عبداللطيف	ʻAbd-al-Laṭīf	1
وانكلترة	wa-Inkiltirah	1
چاپخانه	Chāpʹkhānah-ʼi	1
ومنتسبي	wa-muntasibī	1
وبالمذكرات	wa-bi-al-mudhakkirāt	1
والكوثر	wa-al-Kawthar	1
ڤلادمير	Vladimir	1
صناعتي	ṣināʻatay	1
والمتأخرة	wa-al-mutaʼkhkhirah	1
والفتحات	wa-al-futuḥāt	1
عثرات	ʻAtharāt	1
ومناقبه	wa-manāqibihi	1
عجيمي	ʻUjaymī	1
صناجة	Ṣinājat	1
ومنافعها	wa-manāfiʻuhā	1
ومناظرات	wa-munạ̄ẓarāt	1
کاشانى	Kāshānī	1
عمره	ʻammarahu	1
والصلح	wa-al-ṣulḥ	1
عقيدتي	ʻaqīdatī	1
قضائي	qaḍāʼī	1
قضائية	qaḍāʼīyah	1
ويلكوكس	Wīlkūks	1
قصيمي	Quṣaymī	1
قالب	qālab	1
صناعات	ṣināʻāt	1
ڤييت	Fīyīt	1
ومناهجها	wa-manāhijuhā	1
ڤيينا	Viyīnnā	1
والنزعات	wa-al-nazaʻāt	1
قالوه	qālūh	1
يلتقابا	Yāltaqāyā	1
غورو	Ghawrū	1
فاسيلي	Fāsīlī	1
عتر	ʻItr	1
قاله	qālahu	1
ومناقشات	wa-munāqashāt	1
والمجرمين	wa-al-mujrimīn	1
والصلاة	wa-al-ṣlāḥ	1
والكهنة	wa-al-kahanah	1
عمله	ʻalamuhu	1
والمشاكل	wa-al-mashākil	1
يرشد	yurshidu	1
والمجدودة	wa-al-majdūdah	1
ومنظوما	wa-manẓūman	1
والفرع	wa-al-farʻ	1
قامشلي	Qāmishlī	1
صنهاجي	Ṣinhājī	1
ينحرف	yanḥarif	1
عجيلي	ʻUjaylī	1
والصك	wa-al-ṣakk	1
والفكاهات	wa-al-fikāhāt	1
عثماني	ʻUthmānī	1
وباقليمها	wa-bi-iqlīmihā	1
والوفد	wa-al-wafd	1
ينتحلها	yantaḥiluhā	1
قامع	qāmiʻ	1
صواعق	Ṣawāʻiq	1
وانكليزي	wa-Inkilīzī	1
قشطيني	Qishṭaynī	1
عبدالعال	ʻAbd-al-ʻĀl	1
